#						
# Global CO2 concentration (ppm) for use as model forcing in Global Carbon Budget 2024						
# Prepared by M W Jones for the Global Carbon Project 24 May 2024						
# This dataset is intended to be used as atmospheric forcing for modelling the evolution of carbon sinks						
#						
# Input Data:
# NOAA: co2_mm_gl.csv / https://gml.noaa.gov/aftp/products/trends/co2/
# Scripps MLO: https://scrippsco2.ucsd.edu/data/atmospheric_co2/
# Joos & Spahni (2008): https://www.pnas.org/doi/full/10.1073/pnas.0707386105 
#
# Processing steps steps:						
# 1) Jan 1980 onward = raw data from NOAA.						
# 2) March 1958 - December 1979 = Scripps MLO data with corrections made to improve alignment with NOAA data:			
# --- 2A: A constant of -0.231 was added to all Scripps data to improve alignment with the NOAA data. The constant is the mean offset of CO2 trend values in the period 1980-2000. Visual checks suggested that including additional years since 2000 led to a poorer alignment of the two time series because the Scripps and	NOAA data are in better agreement nearer the transition than in more recent years.		
# --- 2B: Departures of the monthly CO2 values from the trend CO2 values are shifted by 1 month versus the raw Scripps data. This corrects for the fact that peaks/troughs in CO2_observation - CO2_trend in the Scripps MLO record are about 1 month out of sync with peaks/troughs in CO2_observation - CO2_trend in the NOAA global CO2 value. Method: found optimal shift in the climatology Scripps data vs the climatology of departures in the NOAA data. +1 month is optimal. This was applied on top of correction (2A).
# --- 2C: The amplitude of the departures of the monthly values from trend values are dampened vs. the raw Scripps data. This corrects for the higher amplitude of the seasonal cycle of CO2 concentrations at MLO vs. in the global record. Method: calculated a Scripps-to-NOAA multiplier from the monthly climatologicalvalues of CO2_observation - CO2_trend in the two datasets. This was applied on top of correction (2B).		
# 3) Jan 1750 - February 1958 = Joos & Spahni data with corrections made to improve alignment with Scripps and NOAA data.						
# --- 3A: A constant of +0.973 was added to all Joos & Spahni data to improve alignment with the Scripps data. The constant is the mean offset	of CO2 annual values (annual mean in the case of Scripps) in the period 1958-1978.
# --- 3B: Climatology was enforced on the Joos & Spahni data. This ensures a continuous climatology consistent with the later Scripps & NOAA	periods. Method: Fitted a spline through annual data to get a monthly CO2 trend estimate then added the monthly climatology of CO2_observation - CO2_trend departures seen in the combined Scripps and NOAA records for the period 1958-2000. These approaches apply on top of corrections (2ABC).
#						
Primary Source,Year_Decimal,Year,Month,CO2_ppm,CO2_ppm.trend
Joos & Spahni,1750.042,1750,1,278.616086965912,277.766769892742
Joos & Spahni,1750.125,1750,2,278.928940887484,277.763822455297
Joos & Spahni,1750.208,1750,3,279.2225436521,277.760876985433
Joos & Spahni,1750.292,1750,4,279.480196699633,277.757934794871
Joos & Spahni,1750.375,1750,5,279.354401957235,277.754997195331
Joos & Spahni,1750.458,1750,6,278.403136927104,277.752065498533
Joos & Spahni,1750.542,1750,7,276.692950540007,277.749141016198
Joos & Spahni,1750.625,1750,8,275.234201250523,277.746225060046
Joos & Spahni,1750.708,1750,9,275.171890370371,277.743318941799
Joos & Spahni,1750.792,1750,10,276.298043020795,277.740423973176
Joos & Spahni,1750.875,1750,11,277.455160513518,277.737541465899
Joos & Spahni,1750.958,1750,12,278.147680736613,277.734672731687
Joos & Spahni,1751.042,1751,1,278.581136114442,277.731819041271
Joos & Spahni,1751.125,1751,2,278.894099154787,277.728980722599
Joos & Spahni,1751.208,1751,3,279.187823827503,277.726157160836
Joos & Spahni,1751.292,1751,4,279.445609604919,277.723347700157
Joos & Spahni,1751.375,1751,5,279.319956446642,277.720551684737
Joos & Spahni,1751.458,1751,6,278.368839887323,277.717768458752
Joos & Spahni,1751.542,1751,7,276.658806890185,277.714997366375
Joos & Spahni,1751.625,1751,8,275.200213942259,277.712237751783
Joos & Spahni,1751.708,1751,9,275.138060387722,277.709488959151
Joos & Spahni,1751.792,1751,10,276.264369380272,277.706750332653
Joos & Spahni,1751.875,1751,11,277.421640264083,277.704021216464
Joos & Spahni,1751.958,1751,12,278.114308959686,277.70130095476
Joos & Spahni,1752.042,1752,1,278.547905984172,277.698588911001
Joos & Spahni,1752.125,1752,2,278.86100332442,277.695884892232
Joos & Spahni,1752.208,1752,3,279.154855815746,277.693189149079
Joos & Spahni,1752.292,1752,4,279.412763856217,277.690501951455
Joos & Spahni,1752.375,1752,5,279.287228331177,277.687823569272
Joos & Spahni,1752.458,1752,6,278.336225701014,277.685154272443
Joos & Spahni,1752.542,1752,7,276.62630385469,277.68249433088
Joos & Spahni,1752.625,1752,8,275.167820204973,277.679844014496
Joos & Spahni,1752.708,1752,9,275.105775021776,277.677203593205
Joos & Spahni,1752.792,1752,10,276.232192384536,277.674573336917
Joos & Spahni,1752.875,1752,11,277.389572563166,277.671953515546
Joos & Spahni,1752.958,1752,12,278.082352403932,277.669344399006
Joos & Spahni,1753.042,1753,1,278.516063337626,277.666746264455
Joos & Spahni,1753.125,1753,2,278.82927798796,277.664159555773
Joos & Spahni,1753.208,1753,3,279.123251550217,277.66158488355
Joos & Spahni,1753.292,1753,4,279.381284770391,277.65902286563
Joos & Spahni,1753.375,1753,5,279.255878881756,277.656474119851
Joos & Spahni,1753.458,1753,6,278.305010692628,277.653939264056
Joos & Spahni,1753.542,1753,7,276.595228439896,277.651418916086
Joos & Spahni,1753.625,1753,8,275.136889884258,277.648913693782
Joos & Spahni,1753.708,1753,9,275.074995643556,277.646424214985
Joos & Spahni,1753.792,1753,10,276.201570145155,277.643951097536
Joos & Spahni,1753.875,1753,11,277.359114006895,277.641494959276
Joos & Spahni,1753.958,1753,12,278.052064422973,277.639056418047
Joos & Spahni,1754.042,1754,1,278.485953167216,277.636636094045
Joos & Spahni,1754.125,1754,2,278.799353093852,277.634234661665
Joos & Spahni,1754.208,1754,3,279.093519516161,277.631852849494
Joos & Spahni,1754.292,1754,4,279.35175329324,277.629491388478
Joos & Spahni,1754.375,1754,5,279.226555771467,277.627151009562
Joos & Spahni,1754.458,1754,6,278.275903872263,277.624832443691
Joos & Spahni,1754.542,1754,7,276.56634594562,277.62253642181
Joos & Spahni,1754.625,1754,8,275.10823986534,277.620263674864
Joos & Spahni,1754.708,1754,9,275.04658636237,277.618014933798
Joos & Spahni,1754.792,1754,10,276.173409977177,277.615790929558
Joos & Spahni,1754.875,1754,11,277.331211440707,277.613592393088
Joos & Spahni,1754.958,1754,12,278.024428060259,277.611420055333
Joos & Spahni,1755.042,1755,1,278.458591710969,277.609274637798
Joos & Spahni,1755.125,1755,2,278.772275077056,277.607156644868
Joos & Spahni,1755.208,1755,3,279.066733030473,277.605066363806
Joos & Spahni,1755.292,1755,4,279.325265977196,277.603004072434
Joos & Spahni,1755.375,1755,5,279.200374810481,277.600970048576
Joos & Spahni,1755.458,1755,6,278.250035998626,277.598964570054
Joos & Spahni,1755.542,1755,7,276.540797438502,277.596987914692
Joos & Spahni,1755.625,1755,8,275.083016550789,277.595040360313
Joos & Spahni,1755.708,1755,9,275.02169361331,277.593122184739
Joos & Spahni,1755.792,1755,10,276.148852713413,277.591233665794
Joos & Spahni,1755.875,1755,11,277.306994128919,277.5893750813
Joos & Spahni,1755.958,1755,12,278.000554714007,277.587546709081
Joos & Spahni,1756.042,1756,1,278.435065913832,277.585748840662
Joos & Spahni,1756.125,1756,2,278.749100514912,277.583982082725
Joos & Spahni,1756.208,1756,3,279.043914023775,277.582247357108
Joos & Spahni,1756.292,1756,4,279.302807504114,277.580545599352
Joos & Spahni,1756.375,1756,5,279.178282506902,277.578877744997
Joos & Spahni,1756.458,1756,6,278.228316158156,277.577244729585
Joos & Spahni,1756.542,1756,7,276.519457012464,277.575647488655
Joos & Spahni,1756.625,1756,8,275.062063148225,277.574086957748
Joos & Spahni,1756.708,1756,9,275.001135500978,277.572564072406
Joos & Spahni,1756.792,1756,10,276.128698815788,277.571079768169
Joos & Spahni,1756.875,1756,11,277.287254028196,277.569634980577
Joos & Spahni,1756.958,1756,12,277.981238650097,277.568230645171
Joos & Spahni,1757.042,1757,1,278.416184754228,277.566867681057
Joos & Spahni,1757.125,1757,2,278.730665061533,277.565546629346
Joos & Spahni,1757.208,1757,3,279.025934319821,277.564267653154
Joos & Spahni,1757.292,1757,4,279.285292803923,277.563030899161
Joos & Spahni,1757.375,1757,5,279.161241275954,277.561836514049
Joos & Spahni,1757.458,1757,6,278.21175607307,277.560684644499
Joos & Spahni,1757.542,1757,7,276.503384961001,277.559575437191
Joos & Spahni,1757.625,1757,8,275.046485229283,277.558509038807
Joos & Spahni,1757.708,1757,9,274.986057024599,277.557485596028
Joos & Spahni,1757.792,1757,10,276.114124303153,277.556505255534
Joos & Spahni,1757.875,1757,11,277.273187211626,277.555568164007
Joos & Spahni,1757.958,1757,12,277.967682473054,277.554674468128
Joos & Spahni,1758.042,1758,1,278.403141403615,277.553824330444
Joos & Spahni,1758.125,1758,2,278.718136710629,277.553018278442
Joos & Spahni,1758.208,1758,3,279.013923871212,277.552257204545
Joos & Spahni,1758.292,1758,4,279.273803921807,277.551542017045
Joos & Spahni,1758.375,1758,5,279.150278386137,277.550873624232
Joos & Spahni,1758.458,1758,6,278.201324362968,277.550252934397
Joos & Spahni,1758.542,1758,7,276.49349037964,277.549680855831
Joos & Spahni,1758.625,1758,8,275.0371344873,277.549158296824
Joos & Spahni,1758.708,1758,9,274.97725759424,277.548686165668
Joos & Spahni,1758.792,1758,10,276.105884418273,277.548265370653
Joos & Spahni,1758.875,1758,11,277.26551586769,277.547896820071
Joos & Spahni,1758.958,1758,12,277.960589427138,277.547581422212
Joos & Spahni,1759.042,1759,1,278.396637147673,277.547320074502
Joos & Spahni,1759.125,1759,2,278.712231856687,277.547113424499
Joos & Spahni,1759.208,1759,3,279.008628536556,277.546961869889
Joos & Spahni,1759.292,1759,4,279.269127702256,277.546865797494
Joos & Spahni,1759.375,1759,5,279.146230356041,277.546825594136
Joos & Spahni,1759.458,1759,6,278.197913075209,277.546841646638
Joos & Spahni,1759.542,1759,7,276.490723865631,277.546914341822
Joos & Spahni,1759.625,1759,8,275.035020256986,277.54704406651
Joos & Spahni,1759.708,1759,9,274.975802636096,277.547231207524
Joos & Spahni,1759.792,1759,10,276.105095199307,277.547476151688
Joos & Spahni,1759.875,1759,11,277.265398333441,277.547779285822
Joos & Spahni,1759.958,1759,12,277.961149001676,277.54814099675
Joos & Spahni,1760.042,1760,1,278.397878750352,277.548561677182
Joos & Spahni,1760.125,1760,2,278.714160287425,277.549041855237
Joos & Spahni,1760.208,1760,3,279.011248861116,277.54958219445
Joos & Spahni,1760.292,1760,4,279.272445269001,277.550183364239
Joos & Spahni,1760.375,1760,5,279.15025079593,277.550846034025
Joos & Spahni,1760.458,1760,6,278.202642301799,277.551570873228
Joos & Spahni,1760.542,1760,7,276.496168075077,277.552358551267
Joos & Spahni,1760.625,1760,8,275.041185928039,277.553209737563
Joos & Spahni,1760.708,1760,9,274.982696530107,277.554125101536
Joos & Spahni,1760.792,1760,10,276.112724360224,277.555105312605
Joos & Spahni,1760.875,1760,11,277.27377008781,277.556151040191
Joos & Spahni,1760.958,1760,12,277.970270958639,277.557262953713
Joos & Spahni,1761.042,1761,1,278.40775879031,277.558441717139
Joos & Spahni,1761.125,1761,2,278.724806301228,277.55968786904
Joos & Spahni,1761.208,1761,3,279.022668489255,277.561001822588
Joos & Spahni,1761.292,1761,4,279.284645890264,277.562383985502
Joos & Spahni,1761.375,1761,5,279.163239527408,277.563834765503
Joos & Spahni,1761.458,1761,6,278.216425998882,277.565354570311
Joos & Spahni,1761.542,1761,7,276.510753331455,277.566943807645
Joos & Spahni,1761.625,1761,8,275.056579075703,277.568602885226
Joos & Spahni,1761.708,1761,9,274.998903639346,277.570332210775
Joos & Spahni,1761.792,1761,10,276.12975123963,277.572132192011
Joos & Spahni,1761.875,1761,11,277.291622284273,277.574003236653
Joos & Spahni,1761.958,1761,12,277.98895375735,277.575945752424
Joos & Spahni,1762.042,1762,1,278.427277228899,277.577960155728
Joos & Spahni,1762.125,1762,2,278.745165494964,277.580047062777
Joos & Spahni,1762.208,1762,3,279.04387395625,277.582207289583
Joos & Spahni,1762.292,1762,4,279.306703565607,277.584441660846
Joos & Spahni,1762.375,1762,5,279.186155763169,277.586751001265
Joos & Spahni,1762.458,1762,6,278.240207564111,277.58913613554
Joos & Spahni,1762.542,1762,7,276.53540741218,277.59159788837
Joos & Spahni,1762.625,1762,8,275.082113274933,277.594137084457
Joos & Spahni,1762.708,1762,9,275.02532597707,277.596754548499
Joos & Spahni,1762.792,1762,10,276.157070152814,277.599451105195
Joos & Spahni,1762.875,1762,11,277.319846626866,277.602227579246
Joos & Spahni,1762.958,1762,12,278.018092800278,277.605084795352
Joos & Spahni,1763.042,1763,1,278.457340636554,277.608023563383
Joos & Spahni,1763.125,1763,2,278.77616278434,277.611044352152
Joos & Spahni,1763.208,1763,3,279.07581395608,277.614147289414
Joos & Spahni,1763.292,1763,4,279.339594392855,277.617332488093
Joos & Spahni,1763.375,1763,5,279.22000482302,277.620600061115
Joos & Spahni,1763.458,1763,6,278.275021549978,277.623950121406
Joos & Spahni,1763.542,1763,7,276.571192305701,277.627382781892
Joos & Spahni,1763.625,1763,8,275.118874345973,277.630898155497
Joos & Spahni,1763.708,1763,9,275.063067783719,277.634496355148
Joos & Spahni,1763.792,1763,10,276.195796541388,277.638177493769
Joos & Spahni,1763.875,1763,11,277.359560731906,277.641941684287
Joos & Spahni,1763.958,1763,12,278.058797044553,277.645789039627
Joos & Spahni,1764.042,1764,1,278.499036731408,277.649719658237
Joos & Spahni,1764.125,1764,2,278.81885173779,277.653733305602
Joos & Spahni,1764.208,1764,3,279.119496080908,277.657829414242
Joos & Spahni,1764.292,1764,4,279.38426930696,277.662007402198
Joos & Spahni,1764.375,1764,5,279.265671449418,277.666266687514
Joos & Spahni,1764.458,1764,6,278.321678116803,277.670606688231
Joos & Spahni,1764.542,1764,7,276.618836346204,277.675026822394
Joos & Spahni,1764.625,1764,8,275.16750269852,277.679526508044
Joos & Spahni,1764.708,1764,9,275.112676591795,277.684105163224
Joos & Spahni,1764.792,1764,10,276.246381253596,277.688762205977
Joos & Spahni,1764.875,1764,11,277.411116101964,277.693497054345
Joos & Spahni,1764.958,1764,12,278.111317131297,277.698309126371
Joos & Spahni,1765.042,1765,1,278.552514906432,277.703197833261
Joos & Spahni,1765.125,1765,2,278.873280861177,277.70816242899
Joos & Spahni,1765.208,1765,3,279.174868676962,277.713202010295
Joos & Spahni,1765.292,1765,4,279.440577571845,277.718315667083
Joos & Spahni,1765.375,1765,5,279.322907251161,277.723502489256
Joos & Spahni,1765.458,1765,6,278.37983299529,277.728761566719
Joos & Spahni,1765.542,1765,7,276.677901513185,277.734091989375
Joos & Spahni,1765.625,1765,8,275.227469037605,277.739492847128
Joos & Spahni,1765.708,1765,9,275.173534658454,277.744963229883
Joos & Spahni,1765.792,1765,10,276.308121275161,277.750502227542
Joos & Spahni,1765.875,1765,11,277.473727977629,277.75610893001
Joos & Spahni,1765.958,1765,12,278.174790432117,277.761782427191
Joos & Spahni,1766.042,1766,1,278.616838895046,277.767521821875
Joos & Spahni,1766.125,1766,2,278.938444945428,277.773326513241
Joos & Spahni,1766.208,1766,3,279.240862863521,277.779196196854
Joos & Spahni,1766.292,1766,4,279.507392485931,277.785130581169
Joos & Spahni,1766.375,1766,5,279.390534136542,277.791129374637
Joos & Spahni,1766.458,1766,6,278.448263714283,277.797192285712
Joos & Spahni,1766.542,1766,7,276.747128546656,277.803319022847
Joos & Spahni,1766.625,1766,8,275.29748548497,277.809509294494
Joos & Spahni,1766.708,1766,9,275.244334237678,277.815762809107
Joos & Spahni,1766.792,1766,10,276.379698322757,277.822079275138
Joos & Spahni,1766.875,1766,11,277.546077448659,277.82845840104
Joos & Spahni,1766.958,1766,12,278.247907900193,277.834899895267
Joos & Spahni,1767.042,1767,1,278.690720530902,277.841403457731
Joos & Spahni,1767.125,1767,2,279.013087024098,277.847968591911
Joos & Spahni,1767.208,1767,3,279.316261271521,277.854594604855
Joos & Spahni,1767.292,1767,4,279.58354269983,277.861280795069
Joos & Spahni,1767.375,1767,5,279.467431222964,277.868026461059
Joos & Spahni,1767.458,1767,6,278.525902329905,277.874830901334
Joos & Spahni,1767.542,1767,7,276.825502938208,277.881693414398
Joos & Spahni,1767.625,1767,8,275.376589489236,277.88861329876
Joos & Spahni,1767.708,1767,9,275.324161281496,277.895589852925
Joos & Spahni,1767.792,1767,10,276.460241423019,277.9026223754
Joos & Spahni,1767.875,1767,11,277.627329212311,277.909710164692
Joos & Spahni,1767.958,1767,12,278.329860524233,277.916852519307
Joos & Spahni,1768.042,1768,1,278.773365810497,277.924048737326
Joos & Spahni,1768.125,1768,2,279.096416539229,277.931298107042
Joos & Spahni,1768.208,1768,3,279.400266573621,277.938599906954
Joos & Spahni,1768.292,1768,4,279.668215319902,277.94595341514
Joos & Spahni,1768.375,1768,5,279.552762671581,277.953357909676
Joos & Spahni,1768.458,1768,6,278.611884097209,277.960812668638
Joos & Spahni,1768.542,1768,7,276.912126493911,277.968316970101
Joos & Spahni,1768.625,1768,8,275.463846282619,277.975870092142
Joos & Spahni,1768.708,1768,9,275.412042741409,277.983471312838
Joos & Spahni,1768.792,1768,10,276.548738957882,277.991119910263
Joos & Spahni,1768.875,1768,11,277.716434210113,277.998815162494
Joos & Spahni,1768.958,1768,12,278.419564352534,278.006556347608
Joos & Spahni,1769.042,1769,1,278.863659819859,278.014342746689
Joos & Spahni,1769.125,1769,2,279.187292142224,278.022173710036
Joos & Spahni,1769.208,1769,3,279.491715323831,278.030048657164
Joos & Spahni,1769.292,1769,4,279.760228915356,278.037967010594
Joos & Spahni,1769.375,1769,5,279.645332954753,278.045928192849
Joos & Spahni,1769.458,1769,6,278.705003055022,278.05393162645
Joos & Spahni,1769.542,1769,7,277.005786257731,278.061976733921
Joos & Spahni,1769.625,1769,8,275.55803912826,278.070062937784
Joos & Spahni,1769.708,1769,9,275.506761089132,278.07818966056
Joos & Spahni,1769.792,1769,10,276.643975372392,278.086356324773
Joos & Spahni,1769.875,1769,11,277.812181400564,278.094562352945
Joos & Spahni,1769.958,1769,12,278.515815172525,278.102807167599
Joos & Spahni,1770.042,1770,1,278.960407267282,278.111090194112
Joos & Spahni,1770.125,1770,2,279.284529355739,278.119410923551
Joos & Spahni,1770.208,1770,3,279.589435579341,278.127768912674
Joos & Spahni,1770.292,1770,4,279.858425625854,278.136163721092
Joos & Spahni,1770.375,1770,5,279.743999670323,278.144594908418
Joos & Spahni,1770.458,1770,6,278.804133462835,278.153062034263
Joos & Spahni,1770.542,1770,7,277.10537418205,278.16156465824
Joos & Spahni,1770.625,1770,8,275.658078530438,278.170102339962
Joos & Spahni,1770.708,1770,9,275.607246067611,278.17867463904
Joos & Spahni,1770.792,1770,10,276.744900162705,278.187281115086
Joos & Spahni,1770.875,1770,11,277.913540375332,278.195921327713
Joos & Spahni,1770.958,1770,12,278.617602841459,278.204594836533
Joos & Spahni,1771.042,1771,1,279.062618267129,278.213301193958
Joos & Spahni,1771.125,1771,2,279.387158218997,278.22203978681
Joos & Spahni,1771.208,1771,3,279.692476502982,278.230809836316
Joos & Spahni,1771.292,1771,4,279.961872461267,278.239610556505
Joos & Spahni,1771.375,1771,5,279.847845923311,278.248441161406
Joos & Spahni,1771.458,1771,6,278.90837229362,278.257300865048
Joos & Spahni,1771.542,1771,7,277.20999840527,278.26618888146
Joos & Spahni,1771.625,1771,8,275.763080615147,278.27510442467
Joos & Spahni,1771.708,1771,9,275.712618137279,278.284046708708
Joos & Spahni,1771.792,1771,10,276.85063399522,278.293014947601
Joos & Spahni,1771.875,1771,11,278.019627402999,278.302008355379
Joos & Spahni,1771.958,1771,12,278.724034150997,278.311026146071
Joos & Spahni,1772.042,1772,1,279.169384611118,278.320067537947
Joos & Spahni,1772.125,1772,2,279.494250279011,278.329131846823
Joos & Spahni,1772.208,1772,3,279.799885152732,278.338218486066
Joos & Spahni,1772.292,1772,4,280.069588778041,278.347326873279
Joos & Spahni,1772.375,1772,5,279.955861187976,278.356456426071
Joos & Spahni,1772.458,1772,6,279.016677990617,278.365606562046
Joos & Spahni,1772.542,1772,7,277.31858622262,278.374776698811
Joos & Spahni,1772.625,1772,8,275.871942444447,278.383966253971
Joos & Spahni,1772.708,1772,9,275.821746073703,278.393174645132
Joos & Spahni,1772.792,1772,10,276.96002033752,278.402401289901
Joos & Spahni,1772.875,1772,11,278.129264653502,278.411645605883
Joos & Spahni,1772.958,1772,12,278.83391501561,278.420907010684
Joos & Spahni,1773.042,1773,1,279.279501999784,278.430184926613
Joos & Spahni,1773.125,1773,2,279.604597316323,278.439478884135
Joos & Spahni,1773.208,1773,3,279.91045518854,278.448788521873
Joos & Spahni,1773.292,1773,4,280.180375387915,278.458113483153
Joos & Spahni,1773.375,1773,5,280.066858173203,278.467453411298
Joos & Spahni,1773.458,1773,6,279.127879378207,278.476807949636
Joos & Spahni,1773.542,1773,7,277.429986265299,278.48617674149
Joos & Spahni,1773.625,1773,8,275.983535620662,278.495559430186
Joos & Spahni,1773.708,1773,9,275.93352708762,278.504955659049
Joos & Spahni,1773.792,1773,10,277.071984119023,278.514365071404
Joos & Spahni,1773.875,1773,11,278.241406358196,278.523787310577
Joos & Spahni,1773.958,1773,12,278.946230024819,278.533222019893
Joos & Spahni,1774.042,1774,1,279.3919859362,278.542668863029
Joos & Spahni,1774.125,1774,2,279.717246403936,278.552127971749
Joos & Spahni,1774.208,1774,3,280.023266612573,278.561599945906
Joos & Spahni,1774.292,1774,4,280.293347310466,278.571085405704
Joos & Spahni,1774.375,1774,5,280.179989733254,278.580584971349
Joos & Spahni,1774.458,1774,6,279.241170691615,278.590099263043
Joos & Spahni,1774.542,1774,7,277.543438424802,278.599628900992
Joos & Spahni,1774.625,1774,8,276.097150695877,278.6091745054
Joos & Spahni,1774.708,1774,9,276.047308125043,278.618736696472
Joos & Spahni,1774.792,1774,10,277.185935142029,278.62831609441
Joos & Spahni,1774.875,1774,11,278.35553236704,278.637913319421
Joos & Spahni,1774.958,1774,12,279.060536996634,278.647528991708
Joos & Spahni,1775.042,1775,1,279.506480805343,278.657163732172
Joos & Spahni,1775.125,1775,2,279.83193660992,278.666818177733
Joos & Spahni,1775.208,1775,3,280.138159647996,278.676492981329
Joos & Spahni,1775.292,1775,4,280.408450701359,278.686188796597
Joos & Spahni,1775.375,1775,5,280.295311039075,278.69590627717
Joos & Spahni,1775.458,1775,6,279.356717505256,278.705646076684
Joos & Spahni,1775.542,1775,7,277.659218372584,278.715408848775
Joos & Spahni,1775.625,1775,8,276.213171437553,278.725195247076
Joos & Spahni,1775.708,1775,9,276.163577353796,278.735005925225
Joos & Spahni,1775.792,1775,10,277.302460584474,278.744841536855
Joos & Spahni,1775.875,1775,11,278.472321783221,278.754702735602
Joos & Spahni,1775.958,1775,12,279.177598180027,278.764590175101
Joos & Spahni,1776.042,1776,1,279.623821573488,278.774504500318
Joos & Spahni,1776.125,1776,2,279.949564588995,278.784446156808
Joos & Spahni,1776.208,1776,3,280.256082057385,278.794415390718
Joos & Spahni,1776.292,1776,4,280.526674344289,278.804412439527
Joos & Spahni,1776.375,1776,5,280.413842302615,278.81443754071
Joos & Spahni,1776.458,1776,6,279.475562360317,278.824490931746
Joos & Spahni,1776.542,1776,7,277.77838237392,278.834572850111
Joos & Spahni,1776.625,1776,8,276.332659723759,278.844683533283
Joos & Spahni,1776.708,1776,9,276.283394647309,278.854823218738
Joos & Spahni,1776.792,1776,10,277.422611191573,278.864992143954
Joos & Spahni,1776.875,1776,11,278.592809594028,278.875190546409
Joos & Spahni,1776.958,1776,12,279.298426668505,278.885418663579
Joos & Spahni,1777.042,1777,1,279.744993818394,278.895676745224
Joos & Spahni,1777.125,1777,2,280.071083755774,278.905965323587
Joos & Spahni,1777.208,1777,3,280.377951880066,278.916285213399
Joos & Spahni,1777.292,1777,4,280.648899146433,278.926637241671
Joos & Spahni,1777.375,1777,5,280.53642699732,278.937022235415
Joos & Spahni,1777.458,1777,6,279.598512450214,278.947441021643
Joos & Spahni,1777.542,1777,7,277.901703951175,278.957894427365
Joos & Spahni,1777.625,1777,8,276.456359470071,278.968383279595
Joos & Spahni,1777.708,1777,9,276.407479833913,278.978908405342
Joos & Spahni,1777.792,1777,10,277.547089679238,278.989470631619
Joos & Spahni,1777.875,1777,11,278.717689833057,279.000070785438
Joos & Spahni,1777.958,1777,12,279.423717698736,279.01070969381
Joos & Spahni,1778.042,1778,1,279.87070523816,279.021388164989
Joos & Spahni,1778.125,1778,2,280.19722500802,279.032106575833
Joos & Spahni,1778.208,1778,3,280.504531538461,279.042864871794
Joos & Spahni,1778.292,1778,4,280.775924884334,279.053662979573
Joos & Spahni,1778.375,1778,5,280.663905587771,279.064500825867
Joos & Spahni,1778.458,1778,6,279.726449765946,279.075378337375
Joos & Spahni,1778.542,1778,7,278.030104964605,279.086295440796
Joos & Spahni,1778.625,1778,8,276.585228253304,279.097252062828
Joos & Spahni,1778.708,1778,9,276.536819558741,279.10824813017
Joos & Spahni,1778.792,1778,10,277.67690261714,279.119283569521
Joos & Spahni,1778.875,1778,11,278.847977355197,279.130358307578
Joos & Spahni,1778.958,1778,12,279.554480275968,279.141472271042
Joos & Spahni,1779.042,1779,1,280.001942522524,279.152625449354
Joos & Spahni,1779.125,1779,2,280.328937707259,279.163819275071
Joos & Spahni,1779.208,1779,3,280.636723290533,279.175056623867
Joos & Spahni,1779.292,1779,4,280.908602338919,279.186340434157
Joos & Spahni,1779.375,1779,5,280.797078406262,279.197673644357
Joos & Spahni,1779.458,1779,6,279.860130621455,279.209059192884
Joos & Spahni,1779.542,1779,7,278.164309541963,279.220500018154
Joos & Spahni,1779.625,1779,8,276.719975249059,279.231999058583
Joos & Spahni,1779.708,1779,9,276.672130681159,279.243559252587
Joos & Spahni,1779.792,1779,10,277.812802586202,279.255183538583
Joos & Spahni,1779.875,1779,11,278.984493902607,279.266874854987
Joos & Spahni,1779.958,1779,12,279.691644145142,279.278636140216
Joos & Spahni,1780.042,1780,1,280.139787426818,279.290470353647
Joos & Spahni,1780.125,1780,2,280.467499368996,279.302380936808
Joos & Spahni,1780.208,1780,3,280.776038480039,279.314371813373
Joos & Spahni,1780.292,1780,4,281.048708832739,279.326446927977
Joos & Spahni,1780.375,1780,5,280.938014987162,279.338610225257
Joos & Spahni,1780.458,1780,6,280.001937078421,279.350865649849
Joos & Spahni,1780.542,1780,7,278.3070266702,279.363217146391
Joos & Spahni,1780.625,1780,8,276.863644849993,279.375668659517
Joos & Spahni,1780.708,1780,9,276.816795562437,279.388224133865
Joos & Spahni,1780.792,1780,10,277.958506561691,279.400887514072
Joos & Spahni,1780.875,1780,11,279.131281792392,279.413662744773
Joos & Spahni,1780.958,1780,12,279.839561775531,279.426553770605
Joos & Spahni,1781.042,1781,1,280.288881484481,279.43956441131
Joos & Spahni,1781.125,1781,2,280.617814046246,279.452695614058
Joos & Spahni,1781.208,1781,3,280.927612120116,279.46594545345
Joos & Spahni,1781.292,1781,4,281.20157378395,279.479311879188
Joos & Spahni,1781.375,1781,5,281.092197602884,279.492792840979
Joos & Spahni,1781.458,1781,6,280.157457717098,279.506386288527
Joos & Spahni,1781.542,1781,7,278.463899695346,279.520090171536
Joos & Spahni,1781.625,1781,8,277.021878630188,279.533902439712
Joos & Spahni,1781.708,1781,9,276.97639247133,279.547821042759
Joos & Spahni,1781.792,1781,10,278.119462978,279.561843930381
Joos & Spahni,1781.875,1781,11,279.293588099903,279.575969052284
Joos & Spahni,1781.958,1781,12,280.003202363099,279.590194358173
Joos & Spahni,1782.042,1782,1,280.453834901041,279.60451782787
Joos & Spahni,1782.125,1782,2,280.784056566134,279.618938133946
Joos & Spahni,1782.208,1782,3,281.095121308381,279.633454641715
Joos & Spahni,1782.292,1782,4,281.370328651372,279.64806674661
Joos & Spahni,1782.375,1782,5,281.262178605969,279.662773844064
