#						
# Global CO2 concentration (ppm) for use as model forcing in Global Carbon Budget 2024						
# Prepared by M W Jones for the Global Carbon Project 24 May 2024						
# This dataset is intended to be used as atmospheric forcing for modelling the evolution of carbon sinks						
#						
# Input Data:
# NOAA: co2_mm_gl.csv / https://gml.noaa.gov/aftp/products/trends/co2/
# Scripps MLO: https://scrippsco2.ucsd.edu/data/atmospheric_co2/
# Joos & Spahni (2008): https://www.pnas.org/doi/full/10.1073/pnas.0707386105 
#
# Processing steps steps:						
# 1) Jan 1980 onward = raw data from NOAA.						
# 2) March 1958 - December 1979 = Scripps MLO data with corrections made to improve alignment with NOAA data:			
# --- 2A: A constant of -0.231 was added to all Scripps data to improve alignment with the NOAA data. The constant is the mean offset of CO2 trend values in the period 1980-2000. Visual checks suggested that including additional years since 2000 led to a poorer alignment of the two time series because the Scripps and	NOAA data are in better agreement nearer the transition than in more recent years.		
# --- 2B: Departures of the monthly CO2 values from the trend CO2 values are shifted by 1 month versus the raw Scripps data. This corrects for the fact that peaks/troughs in CO2_observation - CO2_trend in the Scripps MLO record are about 1 month out of sync with peaks/troughs in CO2_observation - CO2_trend in the NOAA global CO2 value. Method: found optimal shift in the climatology Scripps data vs the climatology of departures in the NOAA data. +1 month is optimal. This was applied on top of correction (2A).
# --- 2C: The amplitude of the departures of the monthly values from trend values are dampened vs. the raw Scripps data. This corrects for the higher amplitude of the seasonal cycle of CO2 concentrations at MLO vs. in the global record. Method: calculated a Scripps-to-NOAA multiplier from the monthly climatologicalvalues of CO2_observation - CO2_trend in the two datasets. This was applied on top of correction (2B).		
# 3) Jan 1750 - February 1958 = Joos & Spahni data with corrections made to improve alignment with Scripps and NOAA data.						
# --- 3A: A constant of +0.973 was added to all Joos & Spahni data to improve alignment with the Scripps data. The constant is the mean offset	of CO2 annual values (annual mean in the case of Scripps) in the period 1958-1978.
# --- 3B: Climatology was enforced on the Joos & Spahni data. This ensures a continuous climatology consistent with the later Scripps & NOAA	periods. Method: Fitted a spline through annual data to get a monthly CO2 trend estimate then added the monthly climatology of CO2_observation - CO2_trend departures seen in the combined Scripps and NOAA records for the period 1958-2000. These approaches apply on top of corrections (2ABC).
#						
Primary Source,Year_Decimal,Year,Month,CO2_ppm,CO2_ppm.trend
Joos & Spahni,1876.875,1876,11,289.922843649889,290.20522460227
Joos & Spahni,1876.958,1876,12,290.634171899332,290.221163894406
Joos & Spahni,1877.042,1877,1,291.086448683125,290.237131609954
Joos & Spahni,1877.125,1877,2,291.418250485148,290.253132052961
Joos & Spahni,1877.208,1877,3,291.730836381067,290.269169714401
Joos & Spahni,1877.292,1877,4,292.007510998137,290.285249093375
Joos & Spahni,1877.375,1877,5,291.90077945089,290.301374688985
Joos & Spahni,1877.458,1877,6,290.968622428904,290.317551000333
Joos & Spahni,1877.542,1877,7,289.277592050329,290.333782526519
Joos & Spahni,1877.625,1877,8,287.838049957123,290.350073766647
Joos & Spahni,1877.708,1877,9,287.795000648387,290.366429219816
Joos & Spahni,1877.792,1877,10,288.940472432748,290.382853385129
Joos & Spahni,1877.875,1877,11,290.116969809306,290.399350761687
Joos & Spahni,1877.958,1877,12,290.828933853518,290.415925848592
Joos & Spahni,1878.042,1878,1,291.28190014852,290.432583075349
Joos & Spahni,1878.125,1878,2,291.614443702942,290.449325270755
Joos & Spahni,1878.208,1878,3,291.927820329563,290.466153662896
Joos & Spahni,1878.292,1878,4,292.205331315025,290.483069410263
Joos & Spahni,1878.375,1878,5,292.099478433252,290.500073671348
Joos & Spahni,1878.458,1878,6,291.168239033212,290.51716760464
Joos & Spahni,1878.542,1878,7,289.478161892441,290.534352368632
Joos & Spahni,1878.625,1878,8,288.03960531229,290.551629121813
Joos & Spahni,1878.708,1878,9,287.997570451247,290.568999022676
Joos & Spahni,1878.792,1878,10,289.144082277329,290.58646322971
Joos & Spahni,1878.875,1878,11,290.321641949026,290.604022901407
Joos & Spahni,1878.958,1878,12,291.034687201184,290.621679196258
Joos & Spahni,1879.042,1879,1,291.488750355764,290.639433282593
Joos & Spahni,1879.125,1879,2,291.822404987258,290.65728655507
Joos & Spahni,1879.208,1879,3,292.13690730134,290.675240634673
Joos & Spahni,1879.292,1879,4,292.415559056987,290.693297152226
Joos & Spahni,1879.375,1879,5,292.310862500455,290.711457738551
Joos & Spahni,1879.458,1879,6,291.380795453044,290.729724024472
Joos & Spahni,1879.542,1879,7,289.691907164624,290.748097640815
Joos & Spahni,1879.625,1879,8,288.254556408877,290.766580218401
Joos & Spahni,1879.708,1879,9,288.213744816626,290.785173388055
Joos & Spahni,1879.792,1879,10,289.361497828219,290.8038787806
Joos & Spahni,1879.875,1879,11,290.54031707448,290.82269802686
Joos & Spahni,1879.958,1879,12,291.254640762586,290.84163275766
Joos & Spahni,1880.042,1880,1,291.710001671058,290.860684597888
Joos & Spahni,1880.125,1880,2,292.044973468139,290.879855035952
Joos & Spahni,1880.208,1880,3,292.360812090446,290.899145423779
Joos & Spahni,1880.292,1880,4,292.640819012122,290.91855710736
Joos & Spahni,1880.375,1880,5,292.537496194593,290.938091432688
Joos & Spahni,1880.458,1880,6,291.608821174326,290.957749745755
Joos & Spahni,1880.542,1880,7,289.921342916362,290.977533392552
Joos & Spahni,1880.625,1880,8,288.485419909549,290.997443719072
Joos & Spahni,1880.708,1880,9,288.446053499879,291.017482071307
Joos & Spahni,1880.792,1880,10,289.595268842868,291.037649795249
Joos & Spahni,1880.875,1880,11,290.775567284509,291.05794823689
Joos & Spahni,1880.958,1880,12,291.491386747148,291.078378742221
Joos & Spahni,1881.042,1881,1,291.948259737069,291.098942663898
Joos & Spahni,1881.125,1881,2,292.284759939985,291.119641507798
Joos & Spahni,1881.208,1881,3,292.602143599688,291.140476933021
Joos & Spahni,1881.292,1881,4,292.883712510096,291.161450605334
Joos & Spahni,1881.375,1881,5,292.781968952402,291.182564190498
Joos & Spahni,1881.458,1881,6,291.854890782848,291.203819354277
Joos & Spahni,1881.542,1881,7,290.169027286245,291.225217762435
Joos & Spahni,1881.625,1881,8,288.734737271212,291.246761080736
Joos & Spahni,1881.708,1881,9,288.697022403515,291.268450974944
Joos & Spahni,1881.792,1881,10,289.84790815844,291.290289110821
Joos & Spahni,1881.875,1881,11,291.029896201751,291.312277154132
Joos & Spahni,1881.958,1881,12,291.747424775566,291.33441677064
Joos & Spahni,1882.042,1882,1,292.2060266858,291.356709612629
Joos & Spahni,1882.125,1882,2,292.544275454534,291.379157022346
Joos & Spahni,1882.208,1882,3,292.86342669867,291.401760032003
Joos & Spahni,1882.292,1882,4,293.146781565093,291.424519660331
Joos & Spahni,1882.375,1882,5,293.046841687965,291.44743692606
Joos & Spahni,1882.458,1882,6,292.121584276494,291.470512847923
Joos & Spahni,1882.542,1882,7,290.437557968459,291.493748444649
Joos & Spahni,1882.625,1882,8,289.005120925447,291.517144734971
Joos & Spahni,1882.708,1882,9,288.969274166191,291.54070273762
Joos & Spahni,1882.792,1882,10,290.122042518945,291.564423471326
Joos & Spahni,1882.875,1882,11,291.305927002441,291.588307954822
Joos & Spahni,1882.958,1882,12,292.025365211764,291.612357206837
Joos & Spahni,1883.042,1883,1,292.485889460572,291.636572387401
Joos & Spahni,1883.125,1883,2,292.826076338556,291.660957906368
Joos & Spahni,1883.208,1883,3,293.147188090086,291.685521423419
Joos & Spahni,1883.292,1883,4,293.432532644295,291.710270739533
Joos & Spahni,1883.375,1883,5,293.334618417593,291.735213655688
Joos & Spahni,1883.458,1883,6,292.411429401433,291.760357972862
Joos & Spahni,1883.542,1883,7,290.729521015842,291.785711492033
Joos & Spahni,1883.625,1883,8,289.299258204656,291.81128201418
Joos & Spahni,1883.708,1883,9,289.265648768852,291.837077340281
Joos & Spahni,1883.792,1883,10,290.420724318933,291.863105271314
Joos & Spahni,1883.875,1883,11,291.606992655876,291.889373608257
Joos & Spahni,1883.958,1883,12,292.328898157015,291.915890152089
Joos & Spahni,1884.042,1884,1,292.791979536304,291.942662463134
Joos & Spahni,1884.125,1884,2,293.134810998857,291.969692566669
Joos & Spahni,1884.208,1884,3,293.458643619595,291.996976952928
Joos & Spahni,1884.292,1884,4,293.74677377625,292.024511871488
Joos & Spahni,1884.375,1884,5,293.651698333832,292.052293571927
Joos & Spahni,1884.458,1884,6,292.731389732394,292.080318303823
Joos & Spahni,1884.542,1884,7,291.052391840564,292.108582316754
Joos & Spahni,1884.625,1884,8,289.625058050774,292.137081860298
Joos & Spahni,1884.708,1884,9,289.594384612605,292.165813184033
Joos & Spahni,1884.792,1884,10,290.752391585157,292.194772537538
Joos & Spahni,1884.875,1884,11,291.941575218008,292.223956170389
Joos & Spahni,1884.958,1884,12,292.666368337092,292.253360332166
Joos & Spahni,1885.042,1885,1,293.132298269945,292.282981196774
Joos & Spahni,1885.125,1885,2,293.47793162988,292.312813197692
Joos & Spahni,1885.208,1885,3,293.804515694634,292.342849027967
Joos & Spahni,1885.292,1885,4,294.095343209737,292.373081304975
Joos & Spahni,1885.375,1885,5,294.002907407997,292.403502646093
Joos & Spahni,1885.458,1885,6,293.085177097267,292.434105668696
Joos & Spahni,1885.542,1885,7,291.408692513971,292.464882990162
Joos & Spahni,1885.625,1885,8,289.983803418342,292.495827227866
Joos & Spahni,1885.708,1885,9,289.955502427757,292.526930999185
Joos & Spahni,1885.792,1885,10,291.115805969115,292.558186921496
Joos & Spahni,1885.875,1885,11,292.307206659794,292.589587612175
Joos & Spahni,1885.958,1885,12,293.034133693524,292.621125688598
Joos & Spahni,1886.042,1886,1,293.502110849349,292.652793776179
Joos & Spahni,1886.125,1886,2,293.849703117362,292.684584685174
Joos & Spahni,1886.208,1886,3,294.178158077353,292.716491410686
Joos & Spahni,1886.292,1886,4,294.470768860616,292.748506955854
Joos & Spahni,1886.375,1886,5,294.380029085721,292.780624323816
Joos & Spahni,1886.458,1886,6,293.463907946282,292.81283651771
Joos & Spahni,1886.542,1886,7,291.788946064486,292.845136540676
Joos & Spahni,1886.625,1886,8,290.365493586328,292.877517395852
Joos & Spahni,1886.708,1886,9,290.338543514947,292.909972086376
Joos & Spahni,1886.792,1886,10,291.500112663006,292.942493615387
Joos & Spahni,1886.875,1886,11,292.692694033643,292.975074986024
Joos & Spahni,1886.958,1886,12,293.420717206352,293.007709201426
Joos & Spahni,1887.042,1887,1,293.889706489932,293.040389416761
Joos & Spahni,1887.125,1887,2,294.2382307161,293.073112283912
Joos & Spahni,1887.208,1887,3,294.567544618139,293.105877951472
Joos & Spahni,1887.292,1887,4,294.860948624829,293.138686720067
Joos & Spahni,1887.375,1887,5,294.770943652225,293.17153889032
Joos & Spahni,1887.458,1887,6,293.855506191428,293.204434762856
Joos & Spahni,1887.542,1887,7,292.181184162111,293.237374638301
Joos & Spahni,1887.625,1887,8,290.758335007755,293.270358817278
Joos & Spahni,1887.708,1887,9,290.731959028984,293.303387600413
Joos & Spahni,1887.792,1887,10,291.894080335949,293.33646128833
Joos & Spahni,1887.875,1887,11,293.087199229273,293.369580181654
Joos & Spahni,1887.958,1887,12,293.815752585935,293.402744581009
Joos & Spahni,1888.042,1888,1,294.285271844436,293.435954771265
Joos & Spahni,1888.125,1888,2,294.634329107103,293.469210674916
Joos & Spahni,1888.208,1888,3,294.964178518745,293.502511852079
Joos & Spahni,1888.292,1888,4,295.258119751879,293.535857847117
Joos & Spahni,1888.375,1888,5,295.168652966298,293.569248204393
Joos & Spahni,1888.458,1888,6,294.253753896841,293.602682468269
Joos & Spahni,1888.542,1888,7,292.579969706918,293.636160183109
Joos & Spahni,1888.625,1888,8,291.15765708375,293.669680893274
Joos & Spahni,1888.708,1888,9,291.131815571698,293.703244143127
Joos & Spahni,1888.792,1888,10,292.29446852465,293.736849477031
Joos & Spahni,1888.875,1888,11,293.488115486968,293.770496439349
Joos & Spahni,1888.958,1888,12,294.217192579369,293.804184574443
Joos & Spahni,1889.042,1889,1,294.687230432538,293.837913359368
Joos & Spahni,1889.125,1889,2,295.036799155288,293.871680723101
Joos & Spahni,1889.208,1889,3,295.367149713207,293.905483046541
Joos & Spahni,1889.292,1889,4,295.661578548042,293.93931664328
Joos & Spahni,1889.375,1889,5,295.572582588814,293.973177826909
Joos & Spahni,1889.458,1889,6,294.658134339592,294.00706291102
Joos & Spahni,1889.542,1889,7,292.984777733014,294.040968209204
Joos & Spahni,1889.625,1889,8,291.562866225529,294.074890035053
Joos & Spahni,1889.708,1889,9,291.53739613073,294.108824702158
Joos & Spahni,1889.792,1889,10,292.70038757173,294.142768524111
Joos & Spahni,1889.875,1889,11,293.894336862121,294.176717814502
Joos & Spahni,1889.958,1889,12,294.62367689185,294.210668886924
Joos & Spahni,1890.042,1890,1,295.093935109306,294.244618036135
Joos & Spahni,1890.125,1890,2,295.44367955592,294.278561123733
Joos & Spahni,1890.208,1890,3,295.774160244823,294.312493578156
Joos & Spahni,1890.292,1890,4,296.068672713771,294.346410809009
Joos & Spahni,1890.375,1890,5,295.979712987801,294.380308225896
Joos & Spahni,1890.458,1890,6,295.065252666994,294.414181238423
Joos & Spahni,1890.542,1890,7,293.391834780004,294.448025256194
Joos & Spahni,1890.625,1890,8,291.969811879291,294.481835688814
Joos & Spahni,1890.708,1890,9,291.94417937446,294.515607945889
Joos & Spahni,1890.792,1890,10,293.106956484641,294.549337437022
Joos & Spahni,1890.875,1890,11,294.300638619438,294.583019571819
Joos & Spahni,1890.958,1890,12,295.02965776481,294.616649759884
Joos & Spahni,1891.042,1891,1,295.499540496425,294.650223423254
Joos & Spahni,1891.125,1891,2,295.848854702081,294.683736269893
Joos & Spahni,1891.208,1891,3,296.178850960358,294.717184293692
Joos & Spahni,1891.292,1891,4,296.472825405734,294.750563500972
Joos & Spahni,1891.375,1891,5,296.383274659962,294.783869898057
Joos & Spahni,1891.458,1891,6,295.468170919841,294.817099491269
Joos & Spahni,1891.542,1891,7,293.794057810741,294.850248286931
Joos & Spahni,1891.625,1891,8,292.371288481841,294.883312291365
Joos & Spahni,1891.708,1891,9,292.344858939465,294.916287510893
Joos & Spahni,1891.792,1891,10,293.506788999458,294.949169951839
Joos & Spahni,1891.875,1891,11,294.699574668143,294.981955620524
Joos & Spahni,1891.958,1891,12,295.427648528197,295.014640523271
Joos & Spahni,1892.042,1892,1,295.896537781018,295.047220707848
Joos & Spahni,1892.125,1892,2,296.244811607432,295.079693175245
Joos & Spahni,1892.208,1892,3,296.573722546346,295.112055879679
Joos & Spahni,1892.292,1892,4,296.866568721573,295.144306816811
Joos & Spahni,1892.375,1892,5,296.775848744206,295.176443982301
Joos & Spahni,1892.458,1892,6,295.859536800381,295.20846537181
Joos & Spahni,1892.542,1892,7,294.184178504808,295.240368980998
Joos & Spahni,1892.625,1892,8,292.760128996003,295.272152805527
Joos & Spahni,1892.708,1892,9,292.732386269628,295.303814841057
Joos & Spahni,1892.792,1892,10,293.892972130867,295.335353083248
Joos & Spahni,1892.875,1892,11,295.084384575381,295.366765527762
Joos & Spahni,1892.958,1892,12,295.811058175184,295.398050170258
Joos & Spahni,1893.042,1893,1,296.278522103905,295.429205030735
Joos & Spahni,1893.125,1893,2,296.625347121115,295.460228688928
Joos & Spahni,1893.208,1893,3,296.952786950981,295.491120284314
Joos & Spahni,1893.292,1893,4,297.244140885468,295.521878980706
Joos & Spahni,1893.375,1893,5,297.15190870382,295.552503941915
Joos & Spahni,1893.458,1893,6,296.234065760327,295.582994331756
Joos & Spahni,1893.542,1893,7,294.557158837849,295.613349314039
Joos & Spahni,1893.625,1893,8,293.131544243054,295.643568052578
Joos & Spahni,1893.708,1893,9,293.102221139757,295.673649711185
Joos & Spahni,1893.792,1893,10,294.261212501293,295.703593453674
Joos & Spahni,1893.875,1893,11,295.451017491475,295.733398443856
Joos & Spahni,1893.958,1893,12,296.17607185047,295.763063845544
Joos & Spahni,1894.042,1894,1,296.641905800333,295.792588727163
Joos & Spahni,1894.125,1894,2,296.987088395406,295.821969963219
Joos & Spahni,1894.208,1894,3,297.312868900967,295.8512022343
Joos & Spahni,1894.292,1894,4,297.602542030369,295.880280125607
Joos & Spahni,1894.375,1894,5,297.508602984243,295.909198222338
Joos & Spahni,1894.458,1894,6,296.589022538267,295.937951109696
Joos & Spahni,1894.542,1894,7,294.910342896688,295.966533372878
Joos & Spahni,1894.625,1894,8,293.482915787563,295.994939597087
Joos & Spahni,1894.708,1894,9,293.451735796092,296.023164367521
Joos & Spahni,1894.792,1894,10,294.608821317,296.051202269381
Joos & Spahni,1894.875,1894,11,295.796666935486,296.079047887866
Joos & Spahni,1894.958,1894,12,296.519703813104,296.106695808178
Joos & Spahni,1895.042,1895,1,296.983457698679,296.134140625508
Joos & Spahni,1895.125,1895,2,297.32649559706,296.161377164873
Joos & Spahni,1895.208,1895,3,297.650067147777,296.188400481111
Joos & Spahni,1895.292,1895,4,297.937467543815,296.215205639053
Joos & Spahni,1895.375,1895,5,297.841192465437,296.241787703532
Joos & Spahni,1895.458,1895,6,296.91921316795,296.268141739379
Joos & Spahni,1895.542,1895,7,295.238072335234,296.294262811424
Joos & Spahni,1895.625,1895,8,293.808122174977,296.320145984501
Joos & Spahni,1895.708,1895,9,293.774357752011,296.34578632344
Joos & Spahni,1895.792,1895,10,294.928797940691,296.371178893072
Joos & Spahni,1895.875,1895,11,296.113937805848,296.396318758229
Joos & Spahni,1895.958,1895,12,296.834208988669,296.421200983743
Joos & Spahni,1896.042,1896,1,297.295137936646,296.445820863475
Joos & Spahni,1896.125,1896,2,297.635297391153,296.470178958966
Joos & Spahni,1896.208,1896,3,297.955947766105,296.494281099438
Joos & Spahni,1896.292,1896,4,298.240395247906,296.518133343144
Joos & Spahni,1896.375,1896,5,298.141146510239,296.541741748335
Joos & Spahni,1896.458,1896,6,297.216183801834,296.565112373262
Joos & Spahni,1896.542,1896,7,295.532060799988,296.588251276179
Joos & Spahni,1896.625,1896,8,294.099140705812,296.611164515336
Joos & Spahni,1896.708,1896,9,294.062429577556,296.633858148985
Joos & Spahni,1896.792,1896,10,295.213957282997,296.656338235378
Joos & Spahni,1896.875,1896,11,296.396229880386,296.678610832767
Joos & Spahni,1896.958,1896,12,297.11369000433,296.700681999404
Joos & Spahni,1897.042,1897,1,297.57187487376,296.722557800589
Joos & Spahni,1897.125,1897,2,297.909362895939,296.744244463752
Joos & Spahni,1897.208,1897,3,298.227415045115,296.765748378449
Joos & Spahni,1897.292,1897,4,298.509337846047,296.787075941285
Joos & Spahni,1897.375,1897,5,298.407638310772,296.808233548868
Joos & Spahni,1897.458,1897,6,297.480299026373,296.829227597801
Joos & Spahni,1897.542,1897,7,295.793874008501,296.850064484692
Joos & Spahni,1897.625,1897,8,294.358726796622,296.870750606145
Joos & Spahni,1897.708,1897,9,294.319863787339,296.891292358767
Joos & Spahni,1897.792,1897,10,295.469315186783,296.911696139164
Joos & Spahni,1897.875,1897,11,296.64958739156,296.931968343941
Joos & Spahni,1897.958,1897,12,297.36512337463,296.952115369704
Joos & Spahni,1898.042,1898,1,297.821460682186,296.972143609015
Joos & Spahni,1898.125,1898,2,298.157177793639,296.992059361452
Joos & Spahni,1898.208,1898,3,298.473535500271,297.011868833604
Joos & Spahni,1898.292,1898,4,298.753840132782,297.03157822802
Joos & Spahni,1898.375,1898,5,298.650598509151,297.051193747246
Joos & Spahni,1898.458,1898,6,297.721793022401,297.070721593829
Joos & Spahni,1898.542,1898,7,296.033977494128,297.090167970318
Joos & Spahni,1898.625,1898,8,294.597515269735,297.109539079259
Joos & Spahni,1898.708,1898,9,294.557412551771,297.1288411232
Joos & Spahni,1898.792,1898,10,295.705699352307,297.148080304688
Joos & Spahni,1898.875,1898,11,296.88488187389,297.167262826271
Joos & Spahni,1898.958,1898,12,297.599402895421,297.186394890495
Joos & Spahni,1899.042,1899,1,298.054799724331,297.205482651161
Joos & Spahni,1899.125,1899,2,298.389649573054,297.224531140866
Joos & Spahni,1899.208,1899,3,298.705210937675,297.243544271008
Joos & Spahni,1899.292,1899,4,298.984787808999,297.262525904237
Joos & Spahni,1899.375,1899,5,298.880884665105,297.2814799032
Joos & Spahni,1899.458,1899,6,297.951481559119,297.300410130548
Joos & Spahni,1899.542,1899,7,296.263129972739,297.31932044893
Joos & Spahni,1899.625,1899,8,294.826190911471,297.338214720994
Joos & Spahni,1899.708,1899,9,294.785668237963,297.357096809391
Joos & Spahni,1899.792,1899,10,295.933589624388,297.375970576769
Joos & Spahni,1899.875,1899,11,297.112458933397,297.394839885778
Joos & Spahni,1899.958,1899,12,297.826716603993,297.413708599067
Joos & Spahni,1900.042,1900,1,298.281897648943,297.432580575773
Joos & Spahni,1900.125,1900,2,298.616578026447,297.451459594259
Joos & Spahni,1900.208,1900,3,298.932016018783,297.470349352117
Joos & Spahni,1900.292,1900,4,299.211515448184,297.489253543422
Joos & Spahni,1900.375,1900,5,299.107580624159,297.508175862255
Joos & Spahni,1900.458,1900,6,298.178191431263,297.527120002691
Joos & Spahni,1900.542,1900,7,296.48989918262,297.546089658811
Joos & Spahni,1900.625,1900,8,295.053064715166,297.56508852469
Joos & Spahni,1900.708,1900,9,295.012691722979,297.584120294407
Joos & Spahni,1900.792,1900,10,296.16080770966,297.603188662041
Joos & Spahni,1900.875,1900,11,297.339916369287,297.622297321668
Joos & Spahni,1900.958,1900,12,298.054457972294,297.641449967368
Joos & Spahni,1901.042,1901,1,298.509967356845,297.660650283675
Joos & Spahni,1901.125,1901,2,298.845020167835,297.679901735648
Joos & Spahni,1901.208,1901,3,299.160874235534,297.699207568868
Joos & Spahni,1901.292,1901,4,299.440832924136,297.718571019375
Joos & Spahni,1901.375,1901,5,299.337400085112,297.737995323207
Joos & Spahni,1901.458,1901,6,298.408555144975,297.757483716404
Joos & Spahni,1901.542,1901,7,296.720848958814,297.777039435004
Joos & Spahni,1901.625,1901,8,295.284641905524,297.796665715048
Joos & Spahni,1901.708,1901,9,295.244937221144,297.816365792573
Joos & Spahni,1901.792,1901,10,296.393761951238,297.836142903619
Joos & Spahni,1901.875,1901,11,297.573619331844,297.856000284225
Joos & Spahni,1901.958,1901,12,298.288949175356,297.87594117043
Joos & Spahni,1902.042,1902,1,298.745285869722,297.895968796552
Joos & Spahni,1902.125,1902,2,299.081204789514,297.916086357326
Joos & Spahni,1902.208,1902,3,299.397963674574,297.936297007908
Joos & Spahni,1902.292,1902,4,299.67886580649,297.956603901728
Joos & Spahni,1902.375,1902,5,299.576414954124,297.977010192219
Joos & Spahni,1902.458,1902,6,298.648590461385,297.997519032814
Joos & Spahni,1902.542,1902,7,296.961943100755,298.018133576945
Joos & Spahni,1902.625,1902,8,295.526833168522,298.038856978046
Joos & Spahni,1902.708,1902,9,295.488263818118,298.059692389547
Joos & Spahni,1902.792,1902,10,296.638262012501,298.080642964882
Joos & Spahni,1902.875,1902,11,297.819330905103,298.101711857484
Joos & Spahni,1902.958,1902,12,298.53591022571,298.122902220784
Joos & Spahni,1903.042,1903,1,298.993534283345,298.144217210174
Joos & Spahni,1903.125,1903,2,299.330778458285,298.165660026098
Joos & Spahni,1903.208,1903,3,299.648900580715,298.187233914048
Joos & Spahni,1903.292,1903,4,299.931204026241,298.208942121479
Joos & Spahni,1903.375,1903,5,299.830192657748,298.230787895844
Joos & Spahni,1903.458,1903,6,298.903845913166,298.252774484595
Joos & Spahni,1903.542,1903,7,297.218714658996,298.274905135186
Joos & Spahni,1903.625,1903,8,295.785159285547,298.297183095071
Joos & Spahni,1903.708,1903,9,295.748183040274,298.319611611702
Joos & Spahni,1903.792,1903,10,296.899812980152,298.342193932533
Joos & Spahni,1903.875,1903,11,298.082552352635,298.364933305016
Joos & Spahni,1903.958,1903,12,298.800840981532,298.387832976605
Joos & Spahni,1904.042,1904,1,299.260213080966,298.410896007795
Joos & Spahni,1904.125,1904,2,299.599239591209,298.434121159022
Joos & Spahni,1904.208,1904,3,299.919169557333,298.457502890666
Joos & Spahni,1904.292,1904,4,300.203297380912,298.481035476151
Joos & Spahni,1904.375,1904,5,300.1041179508,298.504713188895
Joos & Spahni,1904.458,1904,6,299.179601730894,298.528530302322
Joos & Spahni,1904.542,1904,7,297.496290613662,298.552481089853
Joos & Spahni,1904.625,1904,8,296.064536015385,298.576559824908
Joos & Spahni,1904.708,1904,9,296.029332209482,298.600760780911
Joos & Spahni,1904.792,1904,10,297.1826972789,298.625078231281
Joos & Spahni,1904.875,1904,11,298.367125497059,298.64950644944
Joos & Spahni,1904.958,1904,12,299.087047713737,298.67403970881
Joos & Spahni,1905.042,1905,1,299.547989465287,298.698672392116
Joos & Spahni,1905.125,1905,2,299.888519828241,298.723401396054
Joos & Spahni,1905.208,1905,3,300.20989279796,298.748226131293
Joos & Spahni,1905.292,1905,4,300.495408022568,298.773146117806
Joos & Spahni,1905.375,1905,5,300.397565637469,298.798160875564
Joos & Spahni,1905.458,1905,6,299.474341353111,298.82326992454
Joos & Spahni,1905.542,1905,7,297.792282308515,298.848472784706
Joos & Spahni,1905.625,1905,8,296.36174516651,298.873768976034
Joos & Spahni,1905.708,1905,9,296.327729447067,298.899158018496
Joos & Spahni,1905.792,1905,10,297.482258479683,298.924639432064
Joos & Spahni,1905.875,1905,11,298.667831784331,298.950212736712
Joos & Spahni,1905.958,1905,12,299.388885457336,298.97587745241
Joos & Spahni,1906.042,1906,1,299.850950139062,299.001633065891
Joos & Spahni,1906.125,1906,2,300.192596731563,299.027478299375
Joos & Spahni,1906.208,1906,3,300.515077777237,299.05341111057
Joos & Spahni,1906.292,1906,4,300.801691328705,299.079429423944
Joos & Spahni,1906.375,1906,5,300.704935925867,299.105531163962
Joos & Spahni,1906.458,1906,6,299.782785683666,299.131714255095
Joos & Spahni,1906.542,1906,7,298.101786145618,299.157976621809
Joos & Spahni,1906.625,1906,8,296.672292379047,299.184316188571
Joos & Spahni,1906.708,1906,9,296.639302308421,299.21073087985
Joos & Spahni,1906.792,1906,10,297.794837667732,299.237218620113
Joos & Spahni,1906.875,1906,11,298.981396381446,299.263777333827
Joos & Spahni,1906.958,1906,12,299.703412950387,299.290404945461
Joos & Spahni,1907.042,1907,1,300.166416447373,299.317099374202
Joos & Spahni,1907.125,1907,2,300.508976849996,299.343858417808
Joos & Spahni,1907.208,1907,3,300.83234641927,299.370679752604
Joos & Spahni,1907.292,1907,4,301.119822954398,299.397561049636
Joos & Spahni,1907.375,1907,5,301.023904741854,299.42449997995
Joos & Spahni,1907.458,1907,6,300.102565643164,299.451494214592
Joos & Spahni,1907.542,1907,7,298.422350948419,299.478541424609
Joos & Spahni,1907.625,1907,8,296.993615471523,299.505639281047
Joos & Spahni,1907.708,1907,9,296.961356883522,299.532785454951
Joos & Spahni,1907.792,1907,10,298.117596664987,299.559977617368
Joos & Spahni,1907.875,1907,11,299.304832486963,299.587213439344
Joos & Spahni,1907.958,1907,12,300.027498596851,299.614490591925
Joos & Spahni,1908.042,1908,1,300.491123823049,299.641806749878
Joos & Spahni,1908.125,1908,2,300.834278105756,299.669159673568
Joos & Spahni,1908.208,1908,3,301.158213875621,299.696547208954
Joos & Spahni,1908.292,1908,4,301.44622911048,299.723967205718
Joos & Spahni,1908.375,1908,5,301.350822275444,299.751417513539
Joos & Spahni,1908.458,1908,6,300.429967410672,299.778895982101
Joos & Spahni,1908.542,1908,7,298.750209984893,299.806400461084
Joos & Spahni,1908.625,1908,8,297.321904990645,299.833928800169
Joos & Spahni,1908.708,1908,9,297.290050277608,299.861478849037
Joos & Spahni,1908.792,1908,10,298.446667504989,299.88904845737
Joos & Spahni,1908.875,1908,11,299.634254522468,299.916635474849
Joos & Spahni,1908.958,1908,12,300.357245756081,299.944237751155
Joos & Spahni,1909.042,1909,1,300.821170329742,299.971853256572
Joos & Spahni,1909.125,1909,2,301.164601167407,299.99948273522
Joos & Spahni,1909.208,1909,3,301.488796371727,300.02712970506
